Rent_price,Bedrooms,Square_meters,Garage,Bathrooms,City,Neighborhood
15.000,3,216,4,2,Uberlândia,Jardim Sul
3.500.000,3,110,2,3,Uberlândia,Pampulha
4.400,3,230,3,2,Uberlândia,Bom Jesus
700,2,40,1,1,Uberlândia,Custódio Pereira
4.500,3,238,4,5,Uberlândia,Cidade Jardim
3.100,4,305,5,3,Uberlândia,Presidente Roosevelt
12.000,1,299,0,1,Uberlândia,Nossa Senhora Aparecida
2.300,2,75,0,2,Uberlândia,Fundinho
650,1,,0,1,Uberlândia,Jardim Canaã
2.300,3,100,3,3,Uberlândia,Chácaras Tubalina e Quartel
7.000,4,230,2,2,Uberlândia,Jardim Karaíba
1.250,2,53,1,1,Uberlândia,Nossa Senhora das Graças
15.000,3,216,4,4,Uberlândia,Jardim Sul
8.500,1,260,0,2,Uberlândia,Lídice
10.000,3,200,3,4,Uberlândia,Osvaldo Rezende
15.000,3,270,4,4,Uberlândia,Jardim Sul
750,2,45,0,1,Uberlândia,Brasil
4.800,3,112,4,1,Uberlândia,Alto Umuarama
3.800,3,200,5,2,Uberlândia,Santa Mônica
3.500,3,90,2,1,Uberlândia,Bosque dos Buritis
5.500,4,262,3,4,Uberlândia,Cidade Jardim
2.000,3,103,0,2,Uberlândia,Fundinho
4.500,5,264,5,3,Uberlândia,Santa Mônica
3.500,5,188,0,3,Uberlândia,Nossa Senhora Aparecida
800,2,60,0,1,Uberlândia,Nossa Senhora Aparecida
6.000,3,390,3,2,Uberlândia,Cidade Jardim
2.700,3,173,1,2,Uberlândia,Martins
12.000,3,225,2,5,Uberlândia,Jardim Botânico
2.000,3,110,0,1,Uberlândia,Fundinho
5.400,3,220,3,3,Uberlândia,Jardim Inconfidência
8.500,3,352,4,5,Uberlândia,Vigilato Pereira
3.200,3,81,2,3,Uberlândia,Bosque dos Buritis
4.200,3,160,2,3,Uberlândia,Jardim Sul
7.500,3,260,3,5,Uberlândia,Jardim Inconfidência
1.100,3,60,1,1,Uberlândia,Osvaldo Rezende
1.600,2,80,1,1,Uberlândia,Centro
2.800,4,100,0,2,Uberlândia,Martins
4.200,3,215,4,4,Uberlândia,Saraiva
1.600,2,70,1,1,Uberlândia,Martins
4.500,3,193,2,3,Uberlândia,Custódio Pereira
6.000,3,220,0,2,Uberlândia,Brasil
6.000,3,250,0,2,Uberlândia,Bosque dos Buritis
8.500,5,460,4,5,Uberlândia,Fundinho
2.900,3,185,3,4,Uberlândia,Nossa Senhora Aparecida
15.000,4,581,5,4,Uberlândia,Cidade Jardim
6.900,4,230,4,,Uberlândia,Vigilato Pereira
2.000,3,200,1,1,Uberlândia,Granada
2.300,3,170,2,1,Uberlândia,Tubalina
7.000,4,390,2,2,Uberlândia,Cidade Jardim
4.500,3,193,2,2,Uberlândia,Custódio Pereira
1.100,3,76,2,1,Uberlândia,Martins
4.500,4,280,0,2,Uberlândia,Jardim Patrícia
8.500,5,300,5,3,Uberlândia,Lídice
15.000,3,270,4,4,Uberlândia,Jardim Sul
2.000,4,96,4,3,Uberlândia,Lagoinha
6.700,3,177,2,3,Uberlândia,Bosque dos Buritis
9.000,3,250,3,2,Uberlândia,Grand Ville
9.000,4,300,3,2,Uberlândia,Grand Ville
600,2,,0,1,Uberlândia,Residencial Integração
12.000,5,10,5,3,Uberlândia,Morada da Colina
4.500,4,330,2,4,Uberlândia,Umuarama
9.999,5,460,4,5,Uberlândia,Tabajaras
4.500,5,180,1,3,Uberlândia,Fundinho
6.000,2,163,3,1,Uberlândia,Vigilato Pereira
500,1,,0,1,Uberlândia,Santa Mônica
11.000,5,200,2,3,Uberlândia,Centro
5.500,5,452,3,2,Uberlândia,Cidade Jardim
1.500,3,120,2,2,Uberlândia,Osvaldo Rezende
4.300,3,280,2,3,Uberlândia,Custódio Pereira
1.600,2,65,1,1,Uberlândia,Nossa Senhora Aparecida
3.200,3,120,2,2,Uberlândia,Nossa Senhora Aparecida
1.700,2,60,1,1,Uberlândia,Santa Mônica
2.800,3,140,2,2,Uberlândia,Osvaldo Rezende
4.500,3,300,0,2,Uberlândia,Brasil
2.000,2,150,2,2,Uberlândia,Martins
3.000,3,177,2,2,Uberlândia,Centro
2.500,4,287,5,3,Uberlândia,Jardim Brasília
7.000,3,211,2,4,Uberlândia,Jardim Botânico
4.300,3,250,3,2,Uberlândia,Custódio Pereira
6.500,5,323,2,2,Uberlândia,Santa Mônica
5.000,4,225,3,4,Uberlândia,Cazeca
20.000,5,450,5,5,Uberlândia,Lídice
3.500,4,300,2,4,Uberlândia,Nossa Senhora Aparecida
3.000,3,189,2,2,Uberlândia,Santa Mônica
5.600,3,240,3,2,Uberlândia,Bosque dos Buritis
2.500,3,122,2,2,Uberlândia,Osvaldo Rezende
5.800,3,260,2,3,Uberlândia,Cidade Jardim
2.600,3,126,2,2,Uberlândia,Cidade Jardim
1.500,3,130,1,1,Uberlândia,Daniel Fonseca
22.000,5,521,4,5,Uberlândia,Jardim Karaíba
1.250,2,60,1,1,Uberlândia,Presidente Roosevelt
800,2,55,0,1,Uberlândia,Planalto
,2,65,3,1,Uberlândia,Jardim Brasília
4.500,4,300,3,1,Uberlândia,Umuarama
2.900,4,170,1,1,Uberlândia,Nossa Senhora Aparecida
700,2,,0,1,Uberlândia,Luizote de Freitas
5.000,3,350,0,1,Uberlândia,Fundinho
2.350,3,189,3,2,Uberlândia,Nossa Senhora Aparecida
15.000,3,350,4,4,Uberlândia,Morada da Colina
14.500,4,347,3,2,Uberlândia,Gávea
4.000,3,170,2,3,Uberlândia,Saraiva
3.800,3,130,2,2,Uberlândia,Jardim Inconfidência
2.800,4,120,2,3,Uberlândia,Santa Mônica
5.500,3,200,2,2,Uberlândia,Santa Mônica
2.000,3,180,5,2,Uberlândia,Santa Mônica
3.500,4,290,4,4,Uberlândia,Umuarama
11.000,4,450,0,4,Uberlândia,Morada da Colina
2.500,4,167,2,2,Uberlândia,Brasil
4.000,3,200,0,2,Uberlândia,Saraiva
1.360,3,70,1,1,Uberlândia,Nossa Senhora Aparecida
15.000,5,430,5,4,Uberlândia,Tabajaras
2.300,3,180,4,2,Uberlândia,Nossa Senhora Aparecida
3.800,3,150,2,2,Uberlândia,Bosque dos Buritis
4.500,5,360,5,5,Uberlândia,Vigilato Pereira
3.000,3,140,2,2,Uberlândia,Martins
2.700,2,100,0,3,Uberlândia,Minas Gerais
3.800,3,174,4,3,Uberlândia,Novo Mundo
3.800,3,257,1,3,Uberlândia,Santa Mônica
3.800,3,81,1,3,Uberlândia,Bosque dos Buritis
2.000,3,89,0,2,Uberlândia,Santa Mônica
12.000,3,280,2,4,Uberlândia,Fundinho
7.500,4,280,4,4,Uberlândia,Jardim Karaíba
3.000,4,190,1,2,Uberlândia,Centro
12.000,1,280,0,4,Uberlândia,Nossa Senhora Aparecida
5.600,3,240,3,3,Uberlândia,Bosque dos Buritis
5.100,4,180,0,2,Uberlândia,Martins
4.500,3,240,3,2,Uberlândia,Bosque dos Buritis
10.000,4,350,2,5,Uberlândia,Nova Uberlândia
10.000,4,350,2,5,Uberlândia,Nova Uberlândia
4.500,3,240,2,3,Uberlândia,Bosque dos Buritis
9.000,5,340,2,5,Uberlândia,Jardim Inconfidência
15.000,3,220,2,5,Uberlândia,Jardim Sul
4.500,3,220,3,4,Uberlândia,Dona Zulmira
6.000,5,280,3,2,Uberlândia,Osvaldo Rezende
10.000,4,350,2,5,Uberlândia,Nova Uberlândia
1.800,3,120,1,2,Uberlândia,Santa Mônica
2.600,3,180,1,1,Uberlândia,Lídice
900,1,85,1,1,Uberlândia,São José
3.500,3,80,2,3,Uberlândia,Brasil
14.000,3,266,4,4,Uberlândia,Nova Uberlândia
2.950,3,140,2,2,Uberlândia,Nossa Senhora Aparecida
4.500,3,300,0,1,Uberlândia,Santa Mônica
12.000,4,10,4,4,Uberlândia,Granja Marileusa
13.000,4,10,2,4,Uberlândia,Nova Uberlândia
2.000,1,10,1,2,Uberlândia,Morada da Colina
1.335,3,10,2,1,Uberlândia,Patrimônio
5.500,3,10,3,4,Uberlândia,Vigilato Pereira
4.500,4,10,3,3,Uberlândia,Minas Gerais
12.000,4,315,2,3,Uberlândia,Fundinho
12.000,4,315,2,3,Uberlândia,Fundinho
,1,,0,1,Uberlândia,Lídice
5.300,3,255,4,3,Uberlândia,Alto Umuarama
6.500,3,220,2,3,Uberlândia,Jardim Colina
12.000,4,380,3,5,Uberlândia,Nova Uberlândia
700,2,42,0,1,Uberlândia,Guarani
12.000,3,280,2,2,Uberlândia,Fundinho
3.800,3,115,2,3,Uberlândia,Jardim Inconfidência
4.950,3,160,2,2,Uberlândia,Jardim Inconfidência
1.250,2,45,1,1,Uberlândia,Martins
2.200,3,162,1,2,Uberlândia,Segismundo Pereira
6.000,3,300,2,3,Uberlândia,Osvaldo Rezende
4.500,3,300,4,4,Uberlândia,Dona Zulmira
1.000,1,35,0,1,Uberlândia,Centro
2.800,3,82,1,1,Uberlândia,Bosque dos Buritis
2.800,3,82,1,1,Uberlândia,Bosque dos Buritis
13.000,3,260,2,2,Uberlândia,Nova Uberlândia
3.200,1,136,0,4,Uberlândia,Lídice
1.650,2,80,0,3,Uberlândia,Brasil
8.000,4,291,4,4,Uberlândia,Santa Mônica
1.100,3,80,1,1,Uberlândia,Nossa Senhora Aparecida
7.800,1,270,1,2,Uberlândia,Daniel Fonseca
3.500,3,81,0,2,Uberlândia,Bosque dos Buritis
3.000,3,250,2,3,Uberlândia,Santa Mônica
2.900,3,170,4,2,Uberlândia,Presidente Roosevelt
10.000,3,330,2,5,Uberlândia,Vigilato Pereira
4.500,5,195,4,2,Uberlândia,Cidade Jardim
12.000,4,450,2,2,Uberlândia,Morada da Colina
14.000,4,315,5,5,Uberlândia,Morada da Colina
3.500,3,202,2,3,Uberlândia,Bosque dos Buritis
3.400,3,10,1,2,Uberlândia,Alto Umuarama
12.000,3,280,2,2,Uberlândia,Fundinho
5.600,3,280,2,1,Uberlândia,Lídice
4.500,4,260,0,1,Uberlândia,Daniel Fonseca
4.500,4,195,3,4,Uberlândia,Cidade Jardim
4.000,3,235,4,1,Uberlândia,Tubalina
2.500,4,170,2,4,Uberlândia,Lídice
19.400,4,256,4,5,Uberlândia,Nova Uberlândia
2.300,4,130,2,3,Uberlândia,Martins
2.800,3,140,2,1,Uberlândia,Jardim Europa
3.000,3,170,2,3,Uberlândia,Martins
12.000,3,280,2,5,Uberlândia,Fundinho
3.000,3,189,3,2,Uberlândia,Santa Mônica
12.000,3,280,2,1,Uberlândia,Fundinho
1.800,1,120,1,1,Uberlândia,Nossa Senhora Aparecida
12.000,3,320,2,3,Uberlândia,Fundinho
11.000,4,255,4,5,Uberlândia,Nova Uberlândia
3.000,2,78,2,2,Uberlândia,Cidade Jardim
12.000,4,315,2,3,Uberlândia,Fundinho
12.000,3,180,2,3,Uberlândia,Fundinho
3.500,4,250,3,3,Uberlândia,Umuarama
2.800,3,166,3,3,Uberlândia,Jardim Europa
1.900,2,53,1,2,Uberlândia,Santa Rosa
1.150,2,65,1,1,Uberlândia,Presidente Roosevelt
13.000,3,10,4,1,Uberlândia,Nova Uberlândia
1.700,4,100,1,1,Uberlândia,Nossa Senhora Aparecida
4.000,2,235,4,2,Uberlândia,Tubalina
2.800,3,140,5,2,Uberlândia,Brasil
4.500,4,140,2,5,Uberlândia,Jardim Karaíba
4.500,3,296,4,4,Uberlândia,Nossa Senhora Aparecida
10.500,4,350,4,1,Uberlândia,Nova Uberlândia
6.800,4,450,4,5,Uberlândia,Cazeca
12.000,3,280,2,2,Uberlândia,Fundinho
2.350,3,188,4,2,Uberlândia,Nossa Senhora Aparecida
1.100,1,40,0,2,Uberlândia,Martins
12.000,3,280,2,5,Uberlândia,Fundinho
1.300,3,100,1,1,Uberlândia,Custódio Pereira
5.000,1,250,2,2,Uberlândia,Fundinho
1.800,4,150,2,3,Uberlândia,Martins
4.950,3,220,2,3,Uberlândia,Jardim Inconfidência
4.000,3,185,2,1,Uberlândia,Bosque dos Buritis
6.000,4,270,4,3,Uberlândia,Jardim Karaíba
1.900,3,110,1,2,Uberlândia,Martins
6.400,4,243,4,4,Uberlândia,Jardim Karaíba
4.500,3,196,4,5,Uberlândia,Cidade Jardim
3.000,3,190,4,2,Uberlândia,Lídice
2.600,3,190,2,3,Uberlândia,Jardim Patrícia
8.000,4,297,2,4,Uberlândia,Grand Ville
20.000,5,700,3,5,Uberlândia,Jardim Sul
900,2,70,0,1,Uberlândia,Osvaldo Rezende
5.300,3,225,2,3,Uberlândia,Alto Umuarama
13.000,4,230,2,5,Uberlândia,Nova Uberlândia
3.900,3,180,3,3,Uberlândia,Bosque dos Buritis
9.000,5,700,4,1,Uberlândia,Morada da Colina
18.000,5,680,2,5,Uberlândia,Cidade Jardim
18.000,5,680,2,5,Uberlândia,Cidade Jardim
4.000,4,292,4,4,Uberlândia,Umuarama
20.000,5,700,3,5,Uberlândia,Jardim Sul
1.800,2,100,3,2,Uberlândia,Morada dos Pássaros
20.000,5,700,3,5,Uberlândia,Jardim Sul
18.000,4,814,5,5,Uberlândia,Cidade Jardim
13.000,4,366,3,5,Uberlândia,Jardim Karaíba
12.000,4,600,5,4,Uberlândia,Morada da Colina
5.500,3,160,2,2,Uberlândia,Jardim Inconfidência
3.500,1,160,0,1,Uberlândia,Nossa Senhora Aparecida
12.000,4,350,5,5,Uberlândia,Nova Uberlândia
4.000,3,235,4,2,Uberlândia,Tubalina
8.000,4,10,4,4,Uberlândia,Jardim Karaíba
12.000,4,300,4,5,Uberlândia,Nova Uberlândia
5.500,3,220,4,2,Uberlândia,Jardim Inconfidência
4.800,4,250,2,2,Uberlândia,Presidente Roosevelt
3.200,3,150,2,3,Uberlândia,Bosque dos Buritis
15.000,4,582,4,5,Uberlândia,Cidade Jardim
5.500,3,235,4,4,Uberlândia,Cidade Jardim
6.000,4,474,4,4,Uberlândia,Tabajaras
2.500,4,160,2,2,Uberlândia,Nossa Senhora Aparecida
900,2,70,0,1,Uberlândia,Segismundo Pereira
4.200,3,185,2,1,Uberlândia,Bosque dos Buritis
8.000,4,270,4,1,Uberlândia,Jardim Karaíba
6.500,3,220,2,2,Uberlândia,Jardim Colina
4.200,3,185,3,2,Uberlândia,Bosque dos Buritis
2.200,2,140,1,2,Uberlândia,Santa Mônica
3.400,3,200,2,2,Uberlândia,Santa Mônica
15.000,3,287,2,1,Uberlândia,Nova Uberlândia
5.500,3,220,5,5,Uberlândia,Jardim Inconfidência
2.000,4,100,1,2,Uberlândia,Tibery
2.200,1,10,0,1,Uberlândia,Centro
6.500,4,265,4,3,Uberlândia,Minas Gerais
1.500,3,65,1,1,Uberlândia,Tibery
1.130,2,80,2,3,Uberlândia,Santa Luzia
5.400,3,130,2,3,Uberlândia,Jardim Karaíba
1.200,2,60,1,1,Uberlândia,Planalto
800,2,57,0,1,Uberlândia,Presidente Roosevelt
3.800,5,98,5,5,Uberlândia,Saraiva
950,2,44,1,2,Uberlândia,Jardim Brasília
5.500,2,165,2,2,Uberlândia,Fundinho
5.800,3,260,2,4,Uberlândia,Cidade Jardim
1.800,3,130,1,2,Uberlândia,Martins
4.400,3,230,2,3,Uberlândia,Jardim Patrícia
1.150,2,45,1,1,Uberlândia,Martins
4.200,3,185,2,2,Uberlândia,Bosque dos Buritis
3.400,3,243,4,3,Uberlândia,Presidente Roosevelt
29.000,4,450,0,5,Uberlândia,Morada da Colina
1.800,3,105,2,3,Uberlândia,Martins
6.000,3,340,3,3,Uberlândia,Tabajaras
2.800,3,140,2,4,Uberlândia,Tibery
2.300,2,130,4,1,Uberlândia,Morada da Colina
2.300,2,100,4,2,Uberlândia,Morada da Colina
3.700,3,200,3,2,Uberlândia,Jardim Europa
2.300,2,90,2,2,Uberlândia,Jardim Inconfidência
2.000,3,10,0,2,Uberlândia,Fundinho
4.300,3,230,3,2,Uberlândia,Jardim Patrícia
5.500,5,400,2,5,Uberlândia,Nossa Senhora Aparecida
10.000,4,253,4,5,Uberlândia,Nova Uberlândia
4.000,3,87,2,3,Uberlândia,Bosque dos Buritis
3.300,4,200,2,4,Uberlândia,Cidade Jardim
12.000,4,398,4,5,Uberlândia,Nova Uberlândia
5.000,3,149,3,3,Uberlândia,Laranjeiras
1.600,3,80,1,1,Uberlândia,Santa Mônica
5.970,5,300,1,1,Uberlândia,Centro
1.550,3,90,1,1,Uberlândia,Santa Mônica
3.200,3,180,1,2,Uberlândia,Fundinho
2.800,3,140,2,4,Uberlândia,Tibery
4.000,3,200,1,4,Uberlândia,Planalto
650,1,45,1,1,Uberlândia,Daniel Fonseca
1.900,2,60,1,2,Uberlândia,Santa Rosa
2.500,2,100,1,1,Uberlândia,Martins
12.000,4,230,2,5,Uberlândia,Granja Marileusa
3.800,4,243,4,4,Uberlândia,Tubalina
5.500,4,300,3,4,Uberlândia,Osvaldo Rezende
7.500,3,270,3,5,Uberlândia,Santa Mônica
11.000,4,380,3,5,Uberlândia,Nova Uberlândia
10.000,4,320,3,5,Uberlândia,Jardim Karaíba
7.000,3,250,4,1,Uberlândia,Cidade Jardim
4.200,5,296,3,5,Uberlândia,Nossa Senhora Aparecida
12.500,4,10,5,3,Uberlândia,Nova Uberlândia
1.900,1,110,2,3,Uberlândia,Martins
10.000,4,320,3,5,Uberlândia,Jardim Inconfidência
2.300,3,162,2,1,Uberlândia,Marta Helena
8.000,3,262,4,3,Uberlândia,Jardim Karaíba
13.000,4,366,4,5,Uberlândia,Jardim Karaíba
20.000,3,600,5,5,Uberlândia,Morada da Colina
3.000,3,120,2,2,Uberlândia,Segismundo Pereira
850,2,54,1,1,Uberlândia,Santa Mônica
2.200,3,222,2,2,Uberlândia,Osvaldo Rezende
120.000,1,2625,0,5,Uberlândia,Santa Mônica
4.500,3,240,4,2,Uberlândia,Jardim Inconfidência
9.000,3,200,3,5,Uberlândia,Grand Ville
11.000,3,250,2,4,Uberlândia,Gávea
16.000,3,323,0,4,Uberlândia,Gávea
5.900,3,452,3,3,Uberlândia,Cidade Jardim
12.500,4,380,3,5,Uberlândia,Nova Uberlândia
16.000,3,323,0,4,Uberlândia,Gávea
11.000,3,250,2,4,Uberlândia,Gávea
5.500,3,260,3,5,Uberlândia,Fundinho
10.000,3,520,5,2,Uberlândia,Patrimônio
14.000,3,10,4,4,Uberlândia,Nova Uberlândia
7.500,3,500,2,4,Uberlândia,Jardim Karaíba
13.700,3,440,4,5,Uberlândia,Jardim Botânico
20.000,5,650,3,5,Uberlândia,Jardim Sul
3.300,3,270,2,4,Uberlândia,Cidade Jardim
5.500,3,235,3,5,Uberlândia,Cidade Jardim
13.000,3,250,2,5,Uberlândia,Nova Uberlândia
13.000,3,250,2,5,Uberlândia,Nova Uberlândia
2.000,3,120,1,2,Uberlândia,Brasil
8.000,3,255,3,2,Uberlândia,Jardim Karaíba
20.000,3,600,5,5,Uberlândia,Patrimônio
9.000,3,350,2,5,Uberlândia,Morada da Colina
8.250,4,200,0,4,Uberlândia,Granja Marileusa
1.700,2,60,1,2,Uberlândia,Santa Mônica
2.000,2,80,4,1,Uberlândia,Santa Mônica
6.000,4,233,3,2,Uberlândia,Jardim Karaíba
2.200,2,100,2,1,Uberlândia,Morada da Colina
7.800,4,482,5,5,Uberlândia,Tabajaras
11.000,4,380,3,1,Uberlândia,Nova Uberlândia
6.000,4,232,3,2,Uberlândia,Jardim Karaíba
20.000,5,350,3,5,Uberlândia,Jardim Sul
2.350,3,188,4,3,Uberlândia,Nossa Senhora Aparecida
8.000,3,150,2,5,Uberlândia,Grand Ville
8.000,3,262,3,2,Uberlândia,Jardim Karaíba
2.300,2,130,2,2,Uberlândia,Jardim Europa
15.000,4,697,5,5,Uberlândia,Cidade Jardim
5.500,3,240,2,5,Uberlândia,Cidade Jardim
13.000,3,250,2,5,Uberlândia,Nova Uberlândia
3.500,3,177,2,3,Uberlândia,Segismundo Pereira
2.000,2,60,4,1,Uberlândia,Santa Mônica
8.000,3,220,2,3,Uberlândia,Jardim Karaíba
6.000,3,200,2,1,Uberlândia,Aclimação
8.500,5,260,0,4,Uberlândia,Lídice
2.000,3,156,1,2,Uberlândia,Osvaldo Rezende
13.700,3,270,4,4,Uberlândia,Jardim Botânico
6.000,1,150,0,1,Uberlândia,Patrimônio
11.000,4,370,2,1,Uberlândia,Nova Uberlândia
2.200,2,63,4,1,Uberlândia,Morada da Colina
13.000,4,230,1,4,Uberlândia,Granja Marileusa
4.000,4,270,3,2,Uberlândia,Chácaras Eldorado
4.400,3,180,4,2,Uberlândia,Umuarama
2.200,5,110,5,1,Uberlândia,Nossa Senhora Aparecida
4.800,3,275,2,2,Uberlândia,Jardim Karaíba
3.300,3,267,2,1,Uberlândia,Cidade Jardim
1.700,5,80,1,1,Uberlândia,Nossa Senhora Aparecida
3.500,3,210,2,2,Uberlândia,Custódio Pereira
3.500,3,100,2,1,Uberlândia,Bosque dos Buritis
5.000,3,230,5,3,Uberlândia,Segismundo Pereira
1.200,2,70,0,1,Uberlândia,Martins
650,1,40,0,1,Uberlândia,Nossa Senhora Aparecida
950,2,55,1,1,Uberlândia,Martins
4.100,4,360,3,3,Uberlândia,Tabajaras
1.400,3,70,0,1,Uberlândia,Martins
5.800,4,239,4,5,Uberlândia,Morada da Colina
15.000,3,250,2,4,Uberlândia,Nova Uberlândia
10.000,3,312,2,4,Uberlândia,Jardim Karaíba
1.250,3,65,1,1,Uberlândia,Martins
2.700,3,190,3,3,Uberlândia,Jardim Canaã
1.100,2,50,0,1,Uberlândia,Martins
3.700,3,200,3,2,Uberlândia,Jardim Europa
2.200,3,170,4,2,Uberlândia,Brasil
2.800,3,250,3,2,Uberlândia,Cazeca
10.000,4,296,2,5,Uberlândia,Granja Marileusa
2.350,3,190,1,3,Uberlândia,Nossa Senhora Aparecida
4.800,3,226,3,1,Uberlândia,Jardim Inconfidência
5.000,3,165,3,4,Uberlândia,Laranjeiras
3.500,3,81,2,3,Uberlândia,Bosque dos Buritis
5.400,3,140,3,4,Uberlândia,Jardim Karaíba
4.500,4,160,2,4,Uberlândia,Santa Mônica
1.600,3,90,1,2,Uberlândia,Centro
9.800,5,600,5,5,Uberlândia,Cidade Jardim
10.000,5,479,5,5,Uberlândia,Martins
3.500,4,105,2,1,Uberlândia,Lídice
8.500,4,142,5,5,Uberlândia,Granja Marileusa
1.150,2,85,0,2,Uberlândia,Centro
12.000,4,390,3,5,Uberlândia,Nova Uberlândia
13.000,3,262,4,5,Uberlândia,Nova Uberlândia
11.000,4,255,4,5,Uberlândia,Nova Uberlândia
8.000,3,255,3,4,Uberlândia,Jardim Karaíba
4.800,3,210,2,2,Uberlândia,Jardim Europa
2.000,3,90,1,2,Uberlândia,Santa Mônica
5.400,3,180,1,4,Uberlândia,Jardim Karaíba
3.500,3,190,4,3,Uberlândia,Santa Mônica
4.000,4,180,1,3,Uberlândia,Tabajaras
5.400,3,250,4,3,Uberlândia,Jardim Inconfidência
40.000,1,2000,5,3,Uberlândia,Chácaras Tubalina e Quartel
7.000,4,300,0,2,Uberlândia,Martins
5.800,3,234,2,2,Uberlândia,Cidade Jardim
7.000,1,500,0,2,Uberlândia,Jardim Europa
6.000,3,145,3,2,Uberlândia,Bosque dos Buritis
5.500,1,165,0,2,Uberlândia,Grand Ville
10.000,5,550,4,5,Uberlândia,Mansões Aeroporto
2.120,3,168,4,2,Uberlândia,Umuarama
7.500,3,330,2,5,Uberlândia,Jardim Karaíba
15.000,5,573,2,4,Uberlândia,Morada do Sol
90.000,1,2675,0,1,Uberlândia,Brasil
4.500,1,219,0,2,Uberlândia,Centro
22.000,1,626,0,5,Uberlândia,Centro
9.000,4,285,2,5,Uberlândia,Aclimação
7.500,3,100,0,2,Uberlândia,Brasil
1.550,3,150,2,1,Uberlândia,Brasil
3.700,3,210,0,1,Uberlândia,Jardim Europa
1.400,3,80,0,1,Uberlândia,Martins
3.500,1,80,0,2,Uberlândia,Segismundo Pereira
6.500,4,232,3,3,Uberlândia,Jardim Karaíba
900,2,70,0,1,Uberlândia,Luizote de Freitas
4.500,5,200,2,2,Uberlândia,Vigilato Pereira
1.600,3,100,2,1,Uberlândia,Martins
5.800,3,200,2,2,Uberlândia,Jardim Europa
4.500,4,290,3,5,Uberlândia,Vigilato Pereira
15.000,4,581,5,5,Uberlândia,Cidade Jardim
7.000,3,337,3,3,Uberlândia,Centro
4.000,1,150,0,3,Uberlândia,Centro
20.000,3,450,5,4,Uberlândia,Morada da Colina
12.000,3,600,3,2,Uberlândia,Lídice
4.800,1,169,0,2,Uberlândia,Centro
8.000,5,435,0,5,Uberlândia,Centro
6.500,3,700,4,5,Uberlândia,Tabajaras
10.000,5,640,4,2,Uberlândia,Lídice
35.000,1,370,0,5,Uberlândia,Nossa Senhora Aparecida
5.000,3,180,3,2,Uberlândia,Jardim Karaíba
6.000,3,400,5,4,Uberlândia,Jardim Inconfidência
6.000,3,290,4,2,Uberlândia,Cidade Jardim
3.600,3,210,2,2,Uberlândia,Fundinho
8.000,4,240,2,5,Uberlândia,Aclimação
27.000,1,342,0,1,Uberlândia,Santa Mônica
3.000,1,70,0,1,Uberlândia,Fundinho
5.000,3,248,3,2,Uberlândia,Lagoinha
3.500,3,120,2,4,Uberlândia,Presidente Roosevelt
2.200,1,100,0,2,Uberlândia,Centro
4.500,3,252,2,2,Uberlândia,Tabajaras
5.500,3,228,2,2,Uberlândia,Nossa Senhora Aparecida
3.650,1,156,0,3,Uberlândia,Martins
12.000,3,328,5,3,Uberlândia,Morada da Colina
6.000,5,406,5,5,Uberlândia,Lídice
25.000,5,700,5,5,Uberlândia,Centro
5.200,3,100,5,4,Uberlândia,Presidente Roosevelt
6.300,4,270,5,2,Uberlândia,Tubalina
5.300,3,214,4,4,Uberlândia,Jardim Karaíba
4.800,3,250,3,5,Uberlândia,Cidade Jardim
18.000,1,518,4,4,Uberlândia,Centro
4.000,4,260,2,2,Uberlândia,Daniel Fonseca
3.100,4,180,2,3,Uberlândia,Aclimação
6.000,3,220,4,5,Uberlândia,Cidade Jardim
10.500,5,552,3,2,Uberlândia,Morada da Colina
15.000,4,40000,3,5,Uberlândia,Nova Uberlândia
6.500,3,200,2,3,Uberlândia,Vigilato Pereira
8.000,3,280,2,2,Uberlândia,Lídice
8.000,1,241,0,3,Uberlândia,Centro
800,2,50,0,1,Uberlândia,Osvaldo Rezende
11.000,5,697,5,5,Uberlândia,Nova Uberlândia
6.000,4,333,4,2,Uberlândia,Lídice
6.500,5,180,2,5,Uberlândia,Jardim Patrícia
7.000,3,360,2,2,Uberlândia,Santa Mônica
4.800,3,220,2,2,Uberlândia,Jardim Karaíba
6.500,4,222,4,5,Uberlândia,Chácaras Tubalina e Quartel
11.500,4,500,4,4,Uberlândia,Morada da Colina
11.500,4,400,5,5,Uberlândia,Morada da Colina
2.300,3,200,3,2,Uberlândia,Aclimação
3.000,3,189,3,2,Uberlândia,Santa Mônica
3.200,3,180,2,3,Uberlândia,Segismundo Pereira
55.000,5,3000,5,1,Uberlândia,Saraiva
9.800,3,360,2,4,Uberlândia,Aclimação
3.000,5,250,1,2,Uberlândia,Martins
800,2,70,0,1,Uberlândia,Martins
18.000,1,620,2,5,Uberlândia,Centro
2.500,3,130,2,2,Uberlândia,Saraiva
4.000,3,140,2,3,Uberlândia,Jardim Colina
3.300,3,142,3,2,Uberlândia,Santa Mônica
8.000,4,425,3,5,Uberlândia,Vigilato Pereira
3.500,3,160,3,2,Uberlândia,Jardim Europa
4.400,3,150,2,2,Uberlândia,Umuarama
10.000,5,334,3,2,Uberlândia,Fundinho
20.000,1,280,0,3,Uberlândia,Tabajaras
4.000,3,300,2,3,Uberlândia,Aclimação
5.500,3,210,2,5,Uberlândia,Jardim Inconfidência
2.500,4,204,1,2,Uberlândia,Martins
